Customer No,Cust Name,Quantity Pack,Quantity Piece,Debit Credit Type,Tr Date,Sales Lc,Sales Cost Lc,Additional Discount Lc,Price Discount Lc,Discount Lc,Brand Name,Cost Centre Pk,Net,Gross Sales,Discount,QTY PACK,QTY Piece,ALL_Pieces,QTY _ALL,QTY SOLD,Net Sales,Short Name,Id,Cost,Foc Goods,Cost of Sales,Salesman Name,Salesman Code,Common Code,Accperd Id,Price Tc,Your Ref,Tr Ref,Product No,Pack Size,Name,Weight Size,Flex Field5,Flex Field8,Flex Field9,Flex Field3,ADDL DISC,NET DISCOUNT,MRM DISCOUNT,NEW PDF,GROSS SALES,Avg Cost Price,Liquidation,Tr No2,Flex Field0,Computed,Act Qty Sold,Retail Price,MRM FOC ,TYPE,Month,Division,Tot CTN,Year,Net Profit,Supplier Name,FSD_Brands
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,48,C,45440,14.064,7.09,0,0,1.406,HARIBO,503,1,14.064,1.406,0,48,48,2,48,12.658,K-CRINV,15010,7.09,0,7.09,Naeem Khan,80,LT,2767,0.293,,80109971,HB0672,24,Haribo Berries 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,1.406,1.406,0,14.064,3.545,0,100502767,HB0672,2,2,6.12,0,INV,May,CA Div,2,2024,6.974,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,48,C,45440,14.064,7.096,0,0,1.406,HARIBO,503,1,14.064,1.406,0,48,48,2,48,12.658,K-CRINV,15010,7.096,0,7.096,Naeem Khan,80,LT,2767,0.293,,80109971,HB0689,24,Haribo Worms 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,1.406,1.406,0,14.064,3.548,0,100502767,HB0689,2,2,6.12,0,INV,May,CA Div,2,2024,6.968,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,30,C,45440,15.36,8.415,0,0,1.536,HARIBO,503,1,15.36,1.536,0,30,30,1,30,13.824,K-CRINV,15010,8.415,0,8.415,Naeem Khan,80,LT,2767,0.512,,80109971,HB2522,30,Haribo Funny Mix 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,1.536,1.536,0,15.36,8.415,0,100502767,HB2522,1,1,13.35,0,INV,May,CA Div,1,2024,6.945,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,12,C,45440,11.664,5.971,0,0,1.166,BAHLSEN,503,1,11.664,1.166,0,12,12,1,12,10.498,K-CRINV,15010,5.971,0,5.971,Naeem Khan,80,LT,2767,0.972,,80109970,BK2097,12,LEIBNIZ CHOCO 125g,1.5,Bahlsen,Division,HHT,BK BRANDS,0,1.166,1.166,0,11.664,5.99,0,100502768,BK2097,1,1,9.385,0,INV,May,CA Div,1,2024,5.693,Bahlsen GmbH Co. & KG,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,24,C,45440,9.696,5.609,0,0,0.97,Guylian,503,1,9.696,0.97,0,24,24,1,24,8.726,K-CRINV,15010,5.609,0,5.609,Naeem Khan,80,LT,2767,0.404,,80109970,GL01A,24,SEASHELL 33G,0.792,Guylian,Division,HHT,BK BRANDS,0,0.97,0.97,0,9.696,5.609,0,100502768,GL01A,1,1,8.945,0,INV,May,CA Div,1,2024,4.087,Chocolaterie Guylian NV,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,24,C,45440,3.48,1.596,0,0,0.348,JULIE'S,503,1,3.48,0.348,0,24,24,0.16667,24,3.132,K-CRINV,15010,1.596,0,1.596,Naeem Khan,80,LT,2767,0.145,,80109970,JUIL3669,144,LE-MOND CHOC HAZELNUT 36g*24*6,5.184,Julies,Division,HHT,BK BRANDS,0,0.348,0.348,0,3.48,9.575,0,100502768,JUIL3669,0.16667,0.16667,15.5,0,INV,May,CA Div,0.16667,2024,1.884,Blue Passion,RICE
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,24,C,45440,4.152,2.149,0,0,0.415,BAHLSEN,503,1,4.152,0.415,0,24,24,1,24,3.737,K-CRINV,15010,2.149,0,2.149,Naeem Khan,80,LT,2767,0.173,,80109973,BK2572,24,PICK UP 28g,0.672,Bahlsen,Division,HHT,BK BRANDS,0,0.415,0.415,0,4.152,2.162,0,100502769,BK2572,1,1,3.495,0,INV,May,CA Div,1,2024,2.003,Bahlsen GmbH Co. & KG,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,14,C,45440,13.006,6.244,0,0,1.301,BAHLSEN,503,1,13.006,1.301,0,14,14,1,14,11.705,K-CRINV,15010,6.244,0,6.244,Naeem Khan,80,LT,2767,0.929,,80109968,BK4074,14,PiCK UP! MINIS CHOCO 106G,1.484,Bahlsen,Division,HHT,BK BRANDS,0,1.301,1.301,0,13.006,6.286,0,100502770,BK4074,1,1,11.01,0,INV,May,CA Div,1,2024,6.762,Bahlsen GmbH Co. & KG,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,48,C,45440,14.064,7.096,0,0,1.406,HARIBO,503,1,14.064,1.406,0,48,48,2,48,12.658,K-CRINV,15010,7.096,0,7.096,Naeem Khan,80,LT,2767,0.293,,80109968,HB0689,24,Haribo Worms 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,1.406,1.406,0,14.064,3.548,0,100502770,HB0689,2,2,6.12,0,INV,May,CA Div,2,2024,6.968,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,48,C,45440,14.784,6.366,0,0,1.478,HARIBO,503,1,14.784,1.478,0,48,48,2,48,13.306,K-CRINV,15010,6.366,0,6.366,Naeem Khan,80,LT,2767,0.308,,80109968,HB5502,24,WORMS  FIZZ 24X70G,1.68,Haribo,Division,HHT,BK BRANDS,0,1.478,1.478,0,14.784,3.183,0,100502770,HB5502,2,2,6.12,0,INV,May,CA Div,2,2024,8.418,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,30,C,45440,15.36,8.346,0,0,1.536,HARIBO,503,1,15.36,1.536,0,30,30,1,30,13.824,K-CRINV,15010,8.346,0,8.346,Naeem Khan,80,LT,2767,0.512,,80109968,HB9616,30,Haribo Fizz Mix 30*160G,5.35,Haribo,Division,HHT,BK BRANDS,0,1.536,1.536,0,15.36,8.346,0,100502770,HB9616,1,1,13.35,0,INV,May,CA Div,1,2024,7.014,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,7,C,45440,8.288,4.097,0,0,0.829,BAHLSEN,503,1,8.288,0.829,0,7,7,0.5,7,7.459,K-CRINV,15010,4.097,0,4.097,Naeem Khan,80,LT,2767,1.184,,80109976,BK3661,14,Leibniz Biscuits'N Cream Choco 14 * 228g,3.192,Bahlsen,Division,HHT,BK BRANDS,0,0.829,0.829,0,8.288,8.194,0,100502771,BK3661,0.5,0.5,14.64,0,INV,May,CA Div,0.5,2024,4.191,Bahlsen GmbH Co. & KG,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,24,C,45440,7.032,3.548,0,0,0.703,HARIBO,503,1,7.032,0.703,0,24,24,1,24,6.329,K-CRINV,15010,3.548,0,3.548,Naeem Khan,80,LT,2767,0.293,,80109976,HB0689,24,Haribo Worms 80g,1.92,Haribo,Division,HHT,BK BRANDS,0,0.703,0.703,0,7.032,3.548,0,100502771,HB0689,1,1,6.12,0,INV,May,CA Div,1,2024,3.484,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,24,C,45440,7.392,3.183,0,0,0.739,HARIBO,503,1,7.392,0.739,0,24,24,1,24,6.653,K-CRINV,15010,3.183,0,3.183,Naeem Khan,80,LT,2767,0.308,,80109976,HB5502,24,WORMS  FIZZ 24X70G,1.68,Haribo,Division,HHT,BK BRANDS,0,0.739,0.739,0,7.392,3.183,0,100502771,HB5502,1,1,6.12,0,INV,May,CA Div,1,2024,4.209,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,21,C,45440,10.437,5.442,0,0,1.044,BAHLSEN,503,1,10.437,1.044,0,21,21,1,21,9.393,K-CRINV,15010,5.442,0,5.442,Naeem Khan,80,LT,2767,0.497,,80109969,BK3731,21,LEIBNIZ MINIS CHOC 100g,2.1,Bahlsen,Division,HHT,BK BRANDS,0,1.044,1.044,0,10.437,5.458,0,100502772,BK3731,1,1,8.4,0,INV,May,CA Div,1,2024,4.995,Bahlsen GmbH Co. & KG,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,24,C,45440,9.696,5.609,0,0,0.97,Guylian,503,1,9.696,0.97,0,24,24,1,24,8.726,K-CRINV,15010,5.609,0,5.609,Naeem Khan,80,LT,2767,0.404,,80109969,GL01A,24,SEASHELL 33G,0.792,Guylian,Division,HHT,BK BRANDS,0,0.97,0.97,0,9.696,5.609,0,100502772,GL01A,1,1,8.945,0,INV,May,CA Div,1,2024,4.087,Chocolaterie Guylian NV,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,48,C,45440,13.44,6.468,0,0,1.344,HARIBO,503,1,13.44,1.344,0,48,48,2,48,12.096,K-CRINV,15010,6.468,0,6.468,Naeem Khan,80,LT,2767,0.28,,80109969,HB2552,24,FIZZ SODA PARTY 24 P? 70 G-EXP,1.5,Haribo,Division,HHT,BK BRANDS,0,1.344,1.344,0,13.44,3.234,0,100502772,HB2552,2,2,6.67,0,INV,May,CA Div,2,2024,6.972,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,48,C,45440,14.784,6.366,0,0,1.478,HARIBO,503,1,14.784,1.478,0,48,48,2,48,13.306,K-CRINV,15010,6.366,0,6.366,Naeem Khan,80,LT,2767,0.308,,80109969,HB5502,24,WORMS  FIZZ 24X70G,1.68,Haribo,Division,HHT,BK BRANDS,0,1.478,1.478,0,14.784,3.183,0,100502772,HB5502,2,2,6.12,0,INV,May,CA Div,2,2024,8.418,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
64148,INTERNATIONAL TROLLEY FOODSTUFF CO.,0,30,C,45440,15.36,8.346,0,0,1.536,HARIBO,503,1,15.36,1.536,0,30,30,1,30,13.824,K-CRINV,15010,8.346,0,8.346,Naeem Khan,80,LT,2767,0.512,,80109969,HB9616,30,Haribo Fizz Mix 30*160G,5.35,Haribo,Division,HHT,BK BRANDS,0,1.536,1.536,0,15.36,8.346,0,100502772,HB9616,1,1,13.35,0,INV,May,CA Div,1,2024,7.014,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
30,CATERING CASH SALES,1,0,C,45442,26,19.201,0,0,0,FERRERO,504,1,26,0,96,0,96,1,96,26,K-CRINVDN,15012,19.201,0,19.201,George Salloum,95,CATERING,2767,26,520578,220356994,FR01,96,ROCHER T/3 37.5G,3.672,Ferrero,Division,HHT,FERRERO,0,0,0,0,26,19.201,0,100502912,FR01,1,1,24,0,INV,May,FSDiv,1,2024,6.799,Ferrero Trading Lux S.A.,BK BRANDS
30,CATERING CASH SALES,5,0,C,45442,130,103.675,0,0,2.6,FERRERO,504,1,130,2.6,400,0,400,5,400,127.4,K-CRINVDN,15012,103.675,0,103.675,Ahmed Roshdy,58,CATERING,2767,26,517021,220357009,FR17,80,KINDER CHOCOLATE T/8,8.064,Ferrero,Division,HHT,FERRERO,0,2.6,2.6,0,130,20.735,0,100502913,FR17,5,5,25.924,0,INV,May,FSDiv,5,2024,23.725,Ferrero Trading Lux S.A.,BK BRANDS
1011,HESABE LINK TRANSACTION,20,0,C,45442,283.7,226.9,0,0,0,FERRERO,504,1,283.7,0,40,0,40,20,40,283.7,K-CRINVDN,15012,226.9,0,226.9,Ghazal,104,CATERING,2767,14.185,520429,220357003,FR94,2,NUTELLA 2X3 Kg,6.03,Ferrero,Division,HHT,FERRERO,0,0,0,0,283.7,11.345,0,100502914,FR94,20,20,14.185,0,INV,May,FSDiv,20,2024,56.8,Ferrero Trading Lux S.A.,BK BRANDS
10090,M.H. AL SHAYA,12,0,C,45442,240,187.56,0,0,0,FERRERO,504,1,240,0,1440,0,1440,12,1440,240,K-CRINVDN,15012,187.56,0,187.56,Vinay George,16,CATERING,2767,20,240020,220356955,FR14,120,K.BUENO 43G,5.28,Ferrero,Division,HHT,FERRERO,0,0,0,0,240,15.63,0,100502915,FR14,12,12,19.75,0,INV,May,FSDiv,12,2024,52.44,Ferrero Trading Lux S.A.,BK BRANDS
10090,M.H. AL SHAYA,15,0,C,45442,200.25,112.545,0,0,40.05,HARIBO,504,1,200.25,40.05,450,0,450,15,450,160.2,K-CRINVDN,15012,112.545,0,112.545,Vinay George,16,CATERING,2767,13.35,240020,220356955,HB4519FSD,30,Haribo Gold bears 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,40.05,40.05,0,200.25,7.503,0,100502915,HB4519,15,15,13.35,0,INV,May,FSDiv,15,2024,47.655,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
10090,M.H. AL SHAYA,30,0,C,45442,1050,529.59,0,0,0,STEVIANA,504,1,1050,0,30,0,30,30,30,1050,K-CRINVDN,15012,529.59,0,529.59,Vinay George,16,CATERING,2767,35,240020,220356955,STV012,1,Steviana Sweetener 1x7KG,7,Steviana,Division,HHT,BK BRANDS,0,0,0,0,1050,17.653,0,100502915,STV012,30,30,35,0,INV,May,FSDiv,30,2024,520.41,Steviana-Said Salim Bawazir For Toothpaste & Sweet,BK BRANDS
10090,M.H. AL SHAYA,200,0,C,45442,3300,1819.2,0,100,140,LESIEUR,504,1,3300,240,600,0,600,200,600,3060,K-CRINVDN,15012,1819.2,0,1819.2,Vinay George,16,CATERING,2767,16,240020,220356955,LO35FS,3,Lesieur Sunflower Oil 3x(4+1L),1,Lesieur,Division,,OILS & FATS,0,140,140,100,3200,9.096,0,100502915,LO35FS,200,200,16.5,0,INV,May,FSDiv,200,2024,1240.8,Lesieur SAS,BK BRANDS
10090,M.H. AL SHAYA,80,0,C,45442,1134.8,907.6,0,0,0,FERRERO,504,1,1134.8,0,160,0,160,80,160,1134.8,K-CRINVDN,15012,907.6,0,907.6,Vinay George,16,CATERING,2767,14.185,240020,220356955,FR94,2,NUTELLA 2X3 Kg,6.03,Ferrero,Division,HHT,FERRERO,0,0,0,0,1134.8,11.345,0,100502915,FR94,80,80,14.185,0,INV,May,FSDiv,80,2024,227.2,Ferrero Trading Lux S.A.,BK BRANDS
10090,M.H. AL SHAYA,40,0,C,45442,567.4,453.8,0,0,0,FERRERO,504,1,567.4,0,80,0,80,40,80,567.4,K-CRINVDN,15012,453.8,0,453.8,Vinay George,16,CATERING,2767,14.185,240020,220356955,FR94,2,NUTELLA 2X3 Kg,6.03,Ferrero,Division,HHT,FERRERO,0,0,0,0,567.4,11.345,0,100502915,FR94,40,40,14.185,0,INV,May,FSDiv,40,2024,113.6,Ferrero Trading Lux S.A.,BK BRANDS
10090,M.H. AL SHAYA,50,0,C,45442,850,435.4,0,50,50,LESIEUR,504,1,850,100,150,0,150,50,150,750,K-CRINVDN,15012,435.4,0,435.4,Vinay George,16,CATERING,2767,16,240020,220356955,LCO5FS,3,Lesieur Canola Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,50,50,50,800,8.708,0,100502915,LCO5FS,50,50,17,0,INV,May,FSDiv,50,2024,314.6,Lesieur SAS,BK BRANDS
10090,M.H. AL SHAYA,14,0,C,45442,280,218.82,0,0,0,FERRERO,504,1,280,0,1680,0,1680,14,1680,280,K-CRINVDN,15012,218.82,0,218.82,Vinay George,16,CATERING,2767,20,240019,220356552,FR14,120,K.BUENO 43G,5.28,Ferrero,Division,HHT,FERRERO,0,0,0,0,280,15.63,0,100502916,FR14,14,14,19.75,0,INV,May,FSDiv,14,2024,61.18,Ferrero Trading Lux S.A.,BK BRANDS
10090,M.H. AL SHAYA,40,0,C,45442,534,300.12,0,0,106.8,HARIBO,504,1,534,106.8,1200,0,1200,40,1200,427.2,K-CRINVDN,15012,300.12,0,300.12,Vinay George,16,CATERING,2767,13.35,240019,220356552,HB4519FSD,30,Haribo Gold bears 160g,4.8,Haribo,Division,HHT,BK BRANDS,0,106.8,106.8,0,534,7.503,0,100502916,HB4519,40,40,13.35,0,INV,May,FSDiv,40,2024,127.08,HARIBO Sekerleme San. Ve Tic. Ltd. Sti.,BK BRANDS
10090,M.H. AL SHAYA,150,0,C,45442,2475,1364.4,0,75,105,LESIEUR,504,1,2475,180,450,0,450,150,450,2295,K-CRINVDN,15012,1364.4,0,1364.4,Vinay George,16,CATERING,2767,16,240019,220356552,LO35FS,3,Lesieur Sunflower Oil 3x(4+1L),1,Lesieur,Division,,OILS & FATS,0,105,105,75,2400,9.096,0,100502916,LO35FS,150,150,16.5,0,INV,May,FSDiv,150,2024,930.6,Lesieur SAS,BK BRANDS
10090,M.H. AL SHAYA,145,0,C,45442,2465,1363.145,0,145,145,LESIEUR,504,1,2465,290,435,0,435,145,435,2175,K-CRINVDN,15012,1363.145,0,1363.145,Vinay George,16,CATERING,2767,16,240019,220356552,LCO5FS,3,Lesieur Canola Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,145,145,145,2320,8.708,0,100502916,LCO5FS,145,145,17,0,INV,May,FSDiv,145,2024,811.855,Lesieur SAS,BK BRANDS
16336,KUWAIT LONDON GEN.TRD.& CONTRACTING CO,3,0,C,45442,99,56.874,0,0,14.999,Hochwald Foods GmbH (Bonny),504,1,99,14.999,144,0,144,3,144,84.001,K-CRINVDN,15012,56.874,0,56.874,Vinay George,16,CATERING,2767,33,516975,220357006,BON6353FSD,48,BONNY MILK Sweetened Condensed 48x395G,1,Bonny,Division,,DAIRY PRODUCTS,0,14.999,14.999,0,99,18.958,0,100502917,BON6353,3,3,33,0,INV,May,FSDiv,3,2024,27.127,Hochwald Foods GmbH(Bonny),
9727,GRAND ENTERTAINMENT FOR MOTION PICTURE PROJECTION,10,0,C,45442,170,126.79,0,0,0,CANNED FOOD,504,1,170,0,60,0,60,10,60,170,K-CRINVDN,15012,126.79,0,126.79,George Salloum,95,CATERING,2767,17,520583,220357007,GIO005,6,Rio Grande Cheddar Cheese Sauce 6x3KG,18,Rio Grande,Division,HHT,CANNED FOOD,0,0,0,0,170,12.573,0,100502918,GIO005,10,10,17,0,INV,May,FSDiv,10,2024,43.21,Cluster Goods Inc.,CLUSTER
16467,89 SWEET,5,0,C,45442,70.925,56.725,0,0,0,FERRERO,504,1,70.925,0,10,0,10,5,10,70.925,K-CRINVDN,15012,56.725,0,56.725,George Salloum,95,CATERING,2767,14.185,520581,220357002,FR94,2,NUTELLA 2X3 Kg,6.03,Ferrero,Division,HHT,FERRERO,0,0,0,0,70.925,11.345,0,100502919,FR94,5,5,14.185,0,INV,May,FSDiv,5,2024,14.2,Ferrero Trading Lux S.A.,BK BRANDS
16300,FATAYER ALA AL TAYER BAKARY,5,0,C,45442,130,103.675,0,0,0,FERRERO,504,1,130,0,400,0,400,5,400,130,K-CRINVDN,15012,103.675,0,103.675,Ahmed Roshdy,58,CATERING,2767,26,517020,220357004,FR17,80,KINDER CHOCOLATE T/8,8.064,Ferrero,Division,HHT,FERRERO,0,0,0,0,130,20.735,0,100502920,FR17,5,5,25.924,0,INV,May,FSDiv,5,2024,26.325,Ferrero Trading Lux S.A.,BK BRANDS
16300,FATAYER ALA AL TAYER BAKARY,5,0,C,45442,70.925,56.725,0,0,0,FERRERO,504,1,70.925,0,10,0,10,5,10,70.925,K-CRINVDN,15012,56.725,0,56.725,Ahmed Roshdy,58,CATERING,2767,14.185,517020,220357004,FR94,2,NUTELLA 2X3 Kg,6.03,Ferrero,Division,HHT,FERRERO,0,0,0,0,70.925,11.345,0,100502920,FR94,5,5,14.185,0,INV,May,FSDiv,5,2024,14.2,Ferrero Trading Lux S.A.,BK BRANDS
15870,CAESARS GROUP OF RESTUARANTS,15,0,C,45442,165,121.185,0,4.125,23.624,LESIEUR,504,1,165,27.749,45,0,45,15,45,137.251,K-CRINVDN,15012,121.185,0,121.185,Ghazal,104,CATERING,2767,10.725,516973,220357005,LCOR5FS,3,Lesieur Corn Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,23.624,23.624,4.125,160.875,8.079,0,100502921,LCOR5FS,15,15,11,0,INV,May,FSDiv,15,2024,16.066,Lesieur SAS,BK BRANDS
15859,FMSC CATERING SERVICE,1,0,C,45442,21,11.464,0,4.5,1.5,UNITED FOODS COMPANY,504,1,21,6,1,0,1,1,1,15,K-CRINVDN,15012,11.464,0,11.464,George Salloum,95,CATERING,2767,16.5,1.0192E+13,220356991,UF04,1,UFS Blended Butter 1% 1X25KG,25,UFS,Division,HHT,OILS & FATS,0,1.5,1.5,4.5,16.5,11.07,0,100502922,UF04,1,1,21,0,INV,May,FSDiv,1,2024,3.536,United Foods Company (Pjsc),OILS&FATS
15837,PASTAMATRIX RESTAURANT CO.,2,0,C,45442,22,16.158,0,0.4,0,LESIEUR,504,1,22,0.4,6,0,6,2,6,21.6,K-CRINVDN,15012,16.158,0,16.158,Ghazal,104,CATERING,2767,10.8,520425,220356582,LCOR5FS,3,Lesieur Corn Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,0,0,0.4,21.6,8.079,0,100502923,LCOR5FS,2,2,11,0,INV,May,FSDiv,2,2024,5.442,Lesieur SAS,BK BRANDS
16458,WALDORF ASTORIA HOTEL,4,0,C,45442,56,34.544,0,4,0,KUCUKBAY OIL INDUSTRY INC,504,1,56,4,16,0,16,4,16,52,K-CRINVDN,15012,34.544,0,34.544,George Salloum,95,CATERING,2767,13,WK0047939,220356992,ORK001,4,Orkide Refined Sunflower Oil 4 x 5L PET square,1,ORKIDE,Division,,OILS & FATS,0,0,0,4,52,8.636,0,100502924,ORK001,4,4,14,0,INV,May,FSDiv,4,2024,17.456,KUCUKBAY OIL INDUSTRY INC,
16118,DIP.N.DIP,50,0,C,45442,850,435.4,0,50,50,LESIEUR,504,1,850,100,150,0,150,50,150,750,K-CRINVDN,15012,435.4,0,435.4,Vinay George,16,CATERING,2767,16,516969,220356957,LCO5FS,3,Lesieur Canola Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,50,50,50,800,8.708,0,100502925,LCO5FS,50,50,17,0,INV,May,FSDiv,50,2024,314.6,Lesieur SAS,BK BRANDS
15001,ALSAFAT AL KHALEEJIYA EST.,25,0,C,45414,462.5,316.975,0,0,0,CANNED FOOD,504,1,462.5,0,150,0,150,25,150,462.5,K-CRINVDN,15012,316.975,0,316.975,Reda Zaki 99972217,39,CATERING,2767,18.5,519754,220355007,GIO005,6,Rio Grande Cheddar Cheese Sauce 6x3KG,18,Rio Grande,Division,HHT,CANNED FOOD,0,0,0,0,462.5,12.573,0,100500009,GIO005,25,25,17,0,INV,May,FSDiv,25,2024,145.525,Cluster Goods Inc.,CLUSTER
15001,ALSAFAT AL KHALEEJIYA EST.,50,0,C,45414,850,470.05,0,50,0,LESIEUR,504,1,850,50,150,0,150,50,150,800,K-CRINVDN,15012,470.05,0,470.05,Reda Zaki 99972217,39,CATERING,2767,16,519754,220355007,LCO5FS,3,Lesieur Canola Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,0,0,50,800,8.708,0,100500009,LCO5FS,50,50,17,0,INV,May,FSDiv,50,2024,329.95,Lesieur SAS,BK BRANDS
15001,ALSAFAT AL KHALEEJIYA EST.,3,0,C,45414,0,28.203,0,0,0,LESIEUR,504,1,0,0,9,0,9,3,9,0,K-CRINVDN,15012,28.203,28.203,0,Reda Zaki 99972217,39,CATERING,2767,0,519754,220355007,LCO5FS,3,Lesieur Canola Oil 3x(4+1L),15,Lesieur,Division,,OILS & FATS,0,0,0,0,0,8.708,0,100500009,LCO5FS,0,0,17,28.203,INV,May,FSDiv,3,2024,-28.203,Lesieur SAS,BK BRANDS
15461,AL HOSSAM AL ARABI CENTRE,25,0,C,45414,462.5,316.975,0,0,0,CANNED FOOD,504,1,462.5,0,150,0,150,25,150,462.5,K-CRINVDN,15012,316.975,0,316.975,Reda Zaki 99972217,39,CATERING,2767,18.5,510779,220355008,GIO005,6,Rio Grande Cheddar Cheese Sauce 6x3KG,18,Rio Grande,Division,HHT,CANNED FOOD,0,0,0,0,462.5,12.573,0,100500010,GIO005,25,25,17,0,INV,May,FSDiv,25,2024,145.525,Cluster Goods Inc.,CLUSTER
15461,AL HOSSAM AL ARABI CENTRE,100,0,C,45414,455,292.3,0,0,0,Source Plus General Trading L.L.C,504,1,455,0,1200,0,1200,100,1200,455,K-CRINVDN,15012,292.3,0,292.3,Reda Zaki 99972217,39,CATERING,2767,4.55,510777,220355009,GFPS01,12,GURME FARM Pizza Sauce 12x15oz (425g) - Brix 12/14,1,Gurme Farm,Division,,CANNED FOOD,0,0,0,0,455,2.923,0,100500011,GFPS01,100,100,4.375,0,INV,May,FSDiv,100,2024,162.7,Source Plus General Trading L.L.C,
15461,AL HOSSAM AL ARABI CENTRE,4,0,C,45414,0,11.692,0,0,0,Source Plus General Trading L.L.C,504,1,0,0,48,0,48,4,48,0,K-CRINVDN,15012,11.692,11.692,0,Reda Zaki 99972217,39,CATERING,2767,0,510777,220355009,GFPS01,12,GURME FARM Pizza Sauce 12x15oz (425g) - Brix 12/14,1,Gurme Farm,Division,,CANNED FOOD,0,0,0,0,0,2.923,0,100500011,GFPS01,0,0,4.375,11.692,INV,May,FSDiv,4,2024,-11.692,Source Plus General Trading L.L.C,
15099,AL ALGHUNAIM TRADING CO.,60,0,C,45414,945,753.24,0,0,0,FERRERO,504,1,945,0,8640,0,8640,60,8640,945,K-CRINVDN,15012,753.24,0,753.24,Ghazal,104,CATERING,2767,15.75,519657,220355010,FR116A,144,NUTELLA B. READY T1 x 36 x 4 x 22G,2.844,Ferrero,Division,HHT,FERRERO,0,0,0,0,945,12.554,0,100500012,FR116A,60,60,15.676,0,INV,May,FSDiv,60,2024,191.76,Ferrero Trading Lux S.A.,BK BRANDS
9727,GRAND ENTERTAINMENT FOR MOTION PICTURE PROJECTION,3,0,C,45414,78,57.603,0,0,0,FERRERO,504,1,78,0,288,0,288,3,288,78,K-CRINVDN,15012,57.603,0,57.603,George Salloum,95,CATERING,2767,26,520890,220355011,FR01,96,ROCHER T/3 37.5G,3.672,Ferrero,Division,HHT,FERRERO,0,0,0,0,78,19.201,0,100500013,FR01,3,3,24,0,INV,May,FSDiv,3,2024,20.397,Ferrero Trading Lux S.A.,BK BRANDS
9727,GRAND ENTERTAINMENT FOR MOTION PICTURE PROJECTION,5,0,C,45414,17.5,9.15,0,0,0,BAHLSEN,504,1,17.5,0,120,0,120,5,120,17.5,K-CRINVDN,15012,9.15,0,9.15,George Salloum,95,CATERING,2767,3.5,520890,220355011,BK2572FSD,24,PICK UP 28g,0.672,Bahlsen,Division,,BK BRANDS,0,0,0,0,17.5,1.83,0,100500013,BK2572,5,5,3.495,0,INV,May,FSDiv,5,2024,8.35,Bahlsen GmbH Co. & KG,BK BRANDS
