SORT,ACCOUNT NO,ACCOUNT NAME, OPENING BALANCE , DEBIT AMOUNT , CREDIT AMOUNT , BALANCE ,
 Account Receivable & Prepayments ,592801406,NAMEEM KHAN - CA - 2001342,-163.171,163.171,0,0,
 Account Receivable & Prepayments ,592801407,Aly Eyd Milad Mabrouk  - 4085,8.616,0,8.616,0,
 Account Receivable & Prepayments ,592801409,Ramya Hemanth Kumar  - 4099,3,0,3,0,
 Account Receivable & Prepayments ,592801413,Khaled Mahmoud Ahmed Abdalla  - 2405,-46,46,0,0,
 Account Receivable & Prepayments ,592801414,Saidalavi Pullathiyil  - 2382,-104.5,104.5,0,0,
 Account Receivable & Prepayments ,592801418,Ashley D Souza - 2001362,-56.27,56.27,0,0,
 Account Receivable & Prepayments ,592801425,Hani Mohamed Elsayed Elshahawy - 2399,-9.01,9.01,0,0,
 Account Receivable & Prepayments ,592801427,Farah A Kh Khdair - 2001397,175,0,175,0,
 Account Receivable & Prepayments ,592801428,HANI RAMADAN MAHMOUD AMIN - 2387,50.24,0,50.24,0,
 Account Receivable & Prepayments ,592801429,EYOUN AHMED MOHAMED SAYED- 2001353,2.58,0,2.58,0,
 Account Receivable & Prepayments ,592801432,SURYAVANSHI AALOK PRIYADARSHI DENISH - 2001004,0.001,0,0.001,0,
 Account Receivable & Prepayments ,592801447,Hasan Salah Ahmed Faragallah - 2001356,0.48,0,0.48,0,
 Account Receivable & Prepayments ,592801449,Mohamed Ali Hussain Kahil - 2001426 (c/o bassem),19.231,0,19.231,0,
 Account Receivable & Prepayments ,592801450,Yahya Asakereh - 2001357,-329.9,329.9,0,0,
 Account Receivable & Prepayments ,592801455,Dalya Ashraf Mokhtar Madyan  2001392,114.999,0,114.999,0,
 Account Receivable & Prepayments ,592801460,SANESH SIVAN - 2001339,450,0,450,0,
 Account Receivable & Prepayments ,592801462,BADER SULTAN,1179.997,0,1179.997,0,
 Account Receivable & Prepayments ,592801466,ABDUL HAFEEZ KHDAIR 94095452 ROUTER,279.993,0,279.993,0,
 Account Receivable & Prepayments ,592801467,RAJU N SUNKARA 97549160 ROUTER,237.6,0,237.6,0,
 Account Receivable & Prepayments ,592801468,PIERRE E FARES - 2001372,0.002,0,0.002,0,
 Account Receivable & Prepayments ,592801470,Mahmoud Musthafa Abdul Majid  - 2001315,-67.336,67.336,0,0,
 Account Receivable & Prepayments ,592801471,Mahmoud Kamal Mahmoud Abdelbaki 2001409,140,0,140,0,
 Account Receivable & Prepayments ,592801475,Ayman Rabiei Abdalla Mohamed 2001359,-90,90,0,0,
 Account Receivable & Prepayments ,592801477,Mohammad Ali Subhi - 2001361,-57.544,57.544,0,0,
 Account Receivable & Prepayments ,592801480,Mostafa Ahmed Mahmoud Abbas - 2001436,-96,96,0,0,
 Account Receivable & Prepayments ,592801484,Denuwan Priyashanka - 2001382,-162,162,0,0,
 Account Receivable & Prepayments ,592801485,Mizan Din Islam - 2001448,-27,27,0,0,
 Account Receivable & Prepayments ,592801487,Mohammed Moutaz Costantini 2001005,8120.004,0,8120.004,0,
 Account Receivable & Prepayments ,592801493,Mahmoud Mohamed Ibrahim Ahmad - 2001280,22.226,0,22.226,0,
 Account Receivable & Prepayments ,592801495,Shaaban Sabra Hussein Hassan - 2001454,-146,146,0,0,
 Account Receivable & Prepayments ,592801498,Aries Minor Alvaro - 2001408,-80,80,0,0,
 Account Receivable & Prepayments ,592801499,Nisar Nilayaduth - 2001419,-339.51,339.51,0,0,
 Account Receivable & Prepayments ,592801502,Anwar Aossain Ali Azzam - 2001561,-30,30,0,0,
 Account Receivable & Prepayments ,592801506,Gangadhar  Janga Mallaiah -2001566,-100,100,0,0,
 Account Receivable & Prepayments ,592801508,ElHassan Mohamed Kamel Mohamed - 2001472,-35,35,0,0,
 Account Receivable & Prepayments ,592801509,Erwin Yanto Guevarra - 2001503,-100,100,0,0,
 Account Receivable & Prepayments ,592801510,Ramadan Adel Hassan Ahmed - 2001483,-15,15,0,0,
 Account Receivable & Prepayments ,592801511,Ahmed Awadalla Abduo Abdelrady - 2001595,-26.85,26.85,0,0,
 Account Receivable & Prepayments ,592801512,MAHMOUD ABDUL MAJEED - 2001324,-100,100,0,0,
 Account Receivable & Prepayments ,592801515,Rashwan Abdelgawwad Mohamed Rashwan -  2001567,-134,134,0,0,
 Account Receivable & Prepayments ,592801517,MOSTAFA IBRAHIM MURSI ATA - 2001274,-70,70,0,0,
 Account Receivable & Prepayments ,592801518,Ahmed Hamdy Fathy Hassan - 2001578,5,0,5,0,
 Account Receivable & Prepayments ,592801520,Yaser Azab A A Algarhi - 2001576,-214,214,0,0,
 Account Receivable & Prepayments ,592801521,Rohit Kalal - 2001513,-100,100,0,0,
 Account Receivable & Prepayments ,592801522,Hossam Assem Khattab Mohamed - 2001562,-35,35,0,0,
 Account Receivable & Prepayments ,592801525,MAHAMMED I SHAIK  - 2001613,-186.8,186.8,0,0,
 Account Receivable & Prepayments ,592801527,Mahmmad Ismail Shaikh - 2001613,5,0,5,0,
 Account Receivable & Prepayments ,592801528,Abdul Raheem Jad Abdul Radi - 2001592,100,0,100,0,
 Account Receivable & Prepayments ,592801529,Hany Ibrahim Mahmoud Ibrahim - 2001581,-166,166,0,0,
 Account Receivable & Prepayments ,592801530,Ronald Suliva Zubiri - 2001620,-8.461,8.461,0,0,
 Account Receivable & Prepayments ,592801531,Nazih Ibrahim Kotb Ibrahim - 2001621,-18.269,18.269,0,0,
 Account Receivable & Prepayments ,592801532,Ghezel Ghalib Hashim - 2001602,-199.17,199.17,0,0,
 Account Receivable & Prepayments ,592801533,Ahmed Abdelhamid Attaya  - 2001591,-138,138,0,0,
 Account Receivable & Prepayments ,592801534,Mahmoud Ahmed Salem Zaidan - 2001593,-138,138,0,0,
 Account Receivable & Prepayments ,592801535,Biju Sankunni  Sankunni - 2001574,-164,164,0,0,
 Account Receivable & Prepayments ,592801536,Karam Kamal Abdellatif Mohamed Selim - 2001619,-100,100,0,0,
 Account Receivable & Prepayments ,592801538,Mohamed Abouelseoud Khairy Tawhid - 2001609,-35,35,0,0,
 Inventories ,11140101,Inventory,985996.545,677990.034,541340.874,1122645.705,
 Inventories ,11140102,Inventory - Delivery Note But Not Invoice,-367.047,454257.508,454257.829,-367.368,
 Inventories ,11140103,Inventory - Custom Charges,-5485.186,20491.86,20666.11,-5659.436,
 Inventories ,11140104,Inventory - Clearing Expenses,11244.566,13049.59,10090.26,14203.896,
 Inventories ,11140108,Inventory - Fright Charges,-1773.203,16591.476,17504.806,-2686.533,
 Inventories ,11140109,Inventory - Inventory Packing,-10511.372,8540.179,8324.814,-10296.007,
 Account payables and accruals ,11140112,Inventory - Demurrage-Port/Line,-73,0,0,-73,
 Inventories ,11140113,Inventory - Bank Charge(L/C & Policies),8018.658,82,0,8100.658,
 Inventories ,11140114,Inventory - Insurance Charges,-22863.8,1110.46,1451.941,-23205.281,
 Account payables and accruals ,11140115,Inventory - Unloading Charges,-105.667,0,0,-105.667,
 Account payables and accruals ,11140117,Inventory - Unpallete Container,-126.682,0,0,-126.682,
 Account Receivable & Prepayments ,11140118,Inventory - Unpallete - Ferrero,-0.002,0,0,-0.002,
 Account Receivable & Prepayments ,11140120,Stock Take Differences (VSM - Main),-68.592,0,0,-68.592,
 Inventories ,11140121,Inventory - Provision For Stock - CA,-46499.582,0,0,-46499.582,
 Inventories ,11140122,Inventory - Provision For Stock - FSD,-40732.466,0,0,-40732.466,
 Inventories ,11140201,Inventory - Goods In Transit,-0.469,585376.003,585375.534,0,
 Property  and equipments ,11210101,Fixed Asset - Building & Warehousing,938115.42,0,0,938115.42,
 Property  and equipments ,11210102,Fixed Asset - Cars,707889.86,0,0,707889.86,
 Property  and equipments ,11210103,Fixed Asset - Furnitures,420903.17,0,0,420903.17,
 Property  and equipments ,11210104,Fixed Asset - Office Equipment,645347.262,0,0,645347.262,
 Property  and equipments ,11210105,Fixed Asset - Computers,280168.15,0,0,280168.15,
 Property  and equipments ,11210106,Fixed Asset - Machinery,-0.12,0,0,-0.12,
 Account Receivable & Prepayments ,11210107,Fixed Asset - Work In Progress,35000,2083.333,0,37083.333,
 Property  and equipments ,11210108,Fixed Asset - Lease Hold Land,608400,0,0,608400,
 Property  and equipments ,11210301,Accumulated Depreciation - Building And Warehouse,-938116.618,0,0,-938116.618,
 Property  and equipments ,11210302,Accumulated  Depreciation - Cars,-651805.904,0,1249,-653054.904,
 Property  and equipments ,11210303,Accumulated Depreciation - Furniture,-418290.04,0,0,-418290.04,
 Property  and equipments ,11210304,Accumulated Depreciation - Office Equipment,-555840.614,0,6547,-562387.614,
 Property  and equipments ,11210305,Accumulated Depreciaton - Computers,-276118.319,0,460,-276578.319,
 Property  and equipments ,11210306,Accumulated Depreciation - Machinery,0.214,0,0,0.214,
 Loan to Relate Party ,11220101,Long Term Investment - GOODLIFE,121232.1,0,0,121232.1,
 Loan to Relate Party ,11220102,Long Term Investment - FERGULF Kuwait,304031,0,0,304031,
 Loan to Relate Party ,11220103,Long Term Investment - BRAND AID,141473,0,0,141473,
 Account payables and accruals ,22120101,Suppliers,-164082.309,759809.414,747320.735,-151593.63,
 Account payables and accruals ,22120103,Suppliers A&P - BK POT,0.178,0,0,0.178,
 Account payables and accruals ,22120107,Employee Payable,0,20494.028,3081.398,17412.63,
 Account payables and accruals ,22220019,Provision - OSD 2014,-12123.209,0,0,-12123.209,
 Account payables and accruals ,22220034,Provision - Rebate 2015,11428.2,0,0,11428.2,
 Account payables and accruals ,22220035,Provision - Rental 2015,-59503.425,0,0,-59503.425,
 Account payables and accruals ,22220036,Provision - Rental 2018,-18222.418,0,0,-18222.418,
 Account payables and accruals ,22220037,Provision - Rebate 2018,-2671.871,0,0,-2671.871,
 Account payables and accruals ,22220038,Provision - Rebate 2019,-2441.189,0,0,-2441.189,
 Account payables and accruals ,22220039,Provision - Rental 2019,-10979.645,0,0,-10979.645,
 Employees end of service benefits ,22220101,Provision - Indemnity,-804400.375,11967.253,9177.246,-801610.368,
 Account payables and accruals ,22220102,Provision - Leave,-170269.387,8784.652,9380.367,-170865.102,
 Account payables and accruals ,22220103,Provision - Air Ticket,-177731.341,1640,4218.5,-180309.841,
 Account payables and accruals ,22220228,Provision - Market Spends,-23.866,0,0,-23.866,
 Account payables and accruals ,22220229,Supplier Claims (Debit Notes) - Trade Claims,25718.32,27943,20730.24,32931.08,
 Account payables and accruals ,22220230,Provision - A&P 2020,-9494.457,0,0,-9494.457,
 Account payables and accruals ,22220233,Provision - A&P 2021,-57327.019,0,0,-57327.019,
 Account payables and accruals ,22220234,Provision - A&P 2022,-89428.258,0,0,-89428.258,
 Account payables and accruals ,22220235,Provision - A&P 2023,-23503.056,0,0,-23503.056,
 Account payables and accruals ,22220236,Kitchen Treasure Pool A/C,3630.517,0,445,3185.517,
 Account payables and accruals ,22220237,Provision - A&P 2024,-81000,0,0,-81000,
 Account payables and accruals ,22220238,Provision - A&P 2024 - FSD Ferrero,-23874,0,2363,-26237,
 Account payables and accruals ,22229999,Provision - A&P General,-2682.266,0,0,-2682.266,
 Statutory Reserve ,22220201,Equity & Reserves - Statutary Reserve,-781105.57,0,0,-781105.57,
 General Reserve ,22220202,Equity & Reserves - Voluntary Reserve,-626133.57,0,0,-626133.57,
 Fair Value Reserve ,22220203,Equity & Reserves - Fair Value Reserve,-49031,0,0,-49031,
 Account payables and accruals ,22230101,Provision - Expenses,-109076.866,0,0,-109076.866,
 Account payables and accruals ,22230104,Accrued Income,30076,5936,0,36012,
 Account payables and accruals ,22230105,Provision - Expense 2020,-308625.35,0,0,-308625.35,
 Account payables and accruals ,22230106,Provision - Expense 2022,-43792.871,0,0,-43792.871,
 Account payables and accruals ,22230107,Provision - Expense 2023,-511238.515,20076.765,103852.627,-595014.377,
 Share Capital ,33220101,Equity & Reserves - Share Capital,-1000000,0,0,-1000000,
 Loan to Relate Party ,33220103,Equity & Reserves - T I H Partners Current Account,2865.403,294874.538,17575.371,280164.57,
 Retained earnings ,33330103,Equity & Reserves - Retained Earnings,-1290892.302,0,0,-1290892.302,
 Account payables and accruals ,99990101,Control a/c - Suspense Account (Payment),480.959,17666.925,17710.865,437.019,
 Inventories ,99990103,Control a/c - Suspense Account (Stock),0,1.545,1.545,0,
 Control A/c ,99990104,Control a/c - Customers Dr/Cr,64156.079,40517.481,40517.028,64156.532,
 Account payables and accruals ,99990108,Control a/c - KFH Co-Ops Collection Suspense,521.994,169061.317,169061.317,521.994,
 Account payables and accruals ,99990109,Control a/c - KFH Deduction,0,19966.049,19966.049,0,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
 -   ,,,,,,,
